scientific_name,park_name,observations
Polytrichum commune,Great Smoky Mountains National Park,59
Polytrichum commune,Yellowstone National Park,254
Polytrichum commune,Yosemite National Park,136
Polytrichum juniperinum,Bryce National Park,101
Polytrichum juniperinum,Great Smoky Mountains National Park,92
Polytrichum juniperinum,Yellowstone National Park,243
Polytrichum juniperinum,Yosemite National Park,138
Polytrichum ohioense,Bryce National Park,127
Polytrichum ohioense,Great Smoky Mountains National Park,54
Polytrichum ohioense,Yellowstone National Park,245
Polytrichum ohioense,Yosemite National Park,183
Polytrichum pallidisetum,Bryce National Park,84
Polytrichum pallidisetum,Great Smoky Mountains National Park,87
Polytrichum pallidisetum,Yellowstone National Park,225
Polytrichum pallidisetum,Yosemite National Park,134
Polytrichum piliferum,Bryce National Park,110
Polytrichum piliferum,Great Smoky Mountains National Park,34
Polytrichum piliferum,Yellowstone National Park,243
Polytrichum piliferum,Yosemite National Park,124
Polytrichum strictum,Bryce National Park,54
Polytrichum strictum,Great Smoky Mountains National Park,78
Polytrichum strictum,Yellowstone National Park,224
Polytrichum strictum,Yosemite National Park,161
Pomoxis nigromaculatus,Bryce National Park,102
Pomoxis nigromaculatus,Great Smoky Mountains National Park,68
Pomoxis nigromaculatus,Yellowstone National Park,258
Pomoxis nigromaculatus,Yosemite National Park,191
Poncirus trifoliata,Bryce National Park,43
Poncirus trifoliata,Great Smoky Mountains National Park,110
Poncirus trifoliata,Yellowstone National Park,270
Poncirus trifoliata,Yosemite National Park,124
Pontederia cordata,Bryce National Park,110
Pontederia cordata,Great Smoky Mountains National Park,107
Pontederia cordata,Yellowstone National Park,225
Pontederia cordata,Yosemite National Park,155
Pooecetes gramineus,Bryce National Park,120
Pooecetes gramineus,Great Smoky Mountains National Park,102
Pooecetes gramineus,Yellowstone National Park,244
Pooecetes gramineus,Yosemite National Park,116
Populus X acuminata,Bryce National Park,88
Populus X acuminata,Great Smoky Mountains National Park,54
Populus X acuminata,Yellowstone National Park,222
Populus X acuminata,Yosemite National Park,145
Populus X canescens,Bryce National Park,57
Populus X canescens,Great Smoky Mountains National Park,87
Populus X canescens,Yellowstone National Park,268
Populus X canescens,Yosemite National Park,178
Populus X jackii,Bryce National Park,77
Populus X jackii,Great Smoky Mountains National Park,86
Populus X jackii,Yellowstone National Park,246
Populus X jackii,Yosemite National Park,159
Populus alba,Bryce National Park,139
Populus alba,Great Smoky Mountains National Park,81
Populus alba,Yellowstone National Park,251
Populus alba,Yosemite National Park,120
Populus angustifolia,Bryce National Park,96
Populus angustifolia,Great Smoky Mountains National Park,92
Populus angustifolia,Yellowstone National Park,226
Populus angustifolia,Yosemite National Park,154
Populus balsamifera,Bryce National Park,89
Populus balsamifera,Great Smoky Mountains National Park,59
Populus balsamifera,Yellowstone National Park,246
Populus balsamifera,Yosemite National Park,148
Populus balsamifera ssp. balsamifera,Bryce National Park,93
Populus balsamifera ssp. balsamifera,Great Smoky Mountains National Park,91
Populus balsamifera ssp. balsamifera,Yellowstone National Park,255
Populus balsamifera ssp. balsamifera,Yosemite National Park,146
Populus balsamifera ssp. trichocarpa,Bryce National Park,74
Populus balsamifera ssp. trichocarpa,Great Smoky Mountains National Park,49
Populus balsamifera ssp. trichocarpa,Yellowstone National Park,275
Populus balsamifera ssp. trichocarpa,Yosemite National Park,141
Populus deltoides,Bryce National Park,129
Populus deltoides,Great Smoky Mountains National Park,94
Populus deltoides,Yellowstone National Park,216
Populus deltoides,Yosemite National Park,183
Populus fremontii ssp. fremontii,Bryce National Park,100
Populus fremontii ssp. fremontii,Great Smoky Mountains National Park,85
Populus fremontii ssp. fremontii,Yellowstone National Park,182
Populus fremontii ssp. fremontii,Yosemite National Park,145
Populus grandidentata,Bryce National Park,88
Populus grandidentata,Great Smoky Mountains National Park,67
Populus grandidentata,Yellowstone National Park,272
Populus grandidentata,Yosemite National Park,143
Populus nigra,Bryce National Park,75
Populus nigra,Great Smoky Mountains National Park,52
Populus nigra,Yellowstone National Park,245
Populus nigra,Yosemite National Park,152
Populus tremuloides,Bryce National Park,86
Populus tremuloides,Great Smoky Mountains National Park,35
Populus tremuloides,Yellowstone National Park,269
Populus tremuloides,Yosemite National Park,123
Porteranthus stipulatus,Bryce National Park,108
Porteranthus stipulatus,Great Smoky Mountains National Park,85
Porteranthus stipulatus,Yellowstone National Park,238
Porteranthus stipulatus,Yosemite National Park,165
Porteranthus trifoliatus,Bryce National Park,110
Porteranthus trifoliatus,Great Smoky Mountains National Park,72
Porteranthus trifoliatus,Yellowstone National Park,250
Porteranthus trifoliatus,Yosemite National Park,130
Porterella carnosula,Bryce National Park,76
Porterella carnosula,Great Smoky Mountains National Park,60
Porterella carnosula,Yellowstone National Park,254
Porterella carnosula,Yosemite National Park,167
Portulaca oleracea,Bryce National Park,112
Portulaca oleracea,Great Smoky Mountains National Park,84
Portulaca oleracea,Yellowstone National Park,246
Portulaca oleracea,Yosemite National Park,136
Porzana carolina,Bryce National Park,106
Porzana carolina,Great Smoky Mountains National Park,40
Porzana carolina,Yellowstone National Park,271
Porzana carolina,Yosemite National Park,166
Potamogeton alpinus,Bryce National Park,118
Potamogeton alpinus,Great Smoky Mountains National Park,50
Potamogeton alpinus,Yellowstone National Park,255
Potamogeton alpinus,Yosemite National Park,164
Potamogeton amplifolius,Bryce National Park,94
Potamogeton amplifolius,Great Smoky Mountains National Park,80
Potamogeton amplifolius,Yellowstone National Park,246
Potamogeton amplifolius,Yosemite National Park,178
Potamogeton diversifolius,Bryce National Park,119
Potamogeton diversifolius,Great Smoky Mountains National Park,73
Potamogeton diversifolius,Yellowstone National Park,255
Potamogeton diversifolius,Yosemite National Park,119
Potamogeton epihydrus,Bryce National Park,107
Potamogeton epihydrus,Great Smoky Mountains National Park,88
Potamogeton epihydrus,Yellowstone National Park,264
Potamogeton epihydrus,Yosemite National Park,144
Potamogeton filiformis,Bryce National Park,81
Potamogeton filiformis,Great Smoky Mountains National Park,100
Potamogeton filiformis,Yellowstone National Park,237
Potamogeton filiformis,Yosemite National Park,201
Potamogeton foliosus ssp. fibrillosus,Bryce National Park,102
Potamogeton foliosus ssp. fibrillosus,Great Smoky Mountains National Park,72
Potamogeton foliosus ssp. fibrillosus,Yellowstone National Park,240
Potamogeton foliosus ssp. fibrillosus,Yosemite National Park,131
Potamogeton foliosus ssp. foliosus,Bryce National Park,95
Potamogeton foliosus ssp. foliosus,Great Smoky Mountains National Park,106
Potamogeton foliosus ssp. foliosus,Yellowstone National Park,235
Potamogeton foliosus ssp. foliosus,Yosemite National Park,110
Potamogeton foliosus var. foliosus,Bryce National Park,89
Potamogeton foliosus var. foliosus,Great Smoky Mountains National Park,68
Potamogeton foliosus var. foliosus,Yellowstone National Park,289
Potamogeton foliosus var. foliosus,Yosemite National Park,176
Potamogeton friesii,Bryce National Park,109
Potamogeton friesii,Great Smoky Mountains National Park,67
Potamogeton friesii,Yellowstone National Park,262
Potamogeton friesii,Yosemite National Park,138
Potamogeton gramineus,Bryce National Park,128
Potamogeton gramineus,Great Smoky Mountains National Park,49
Potamogeton gramineus,Yellowstone National Park,214
Potamogeton gramineus,Yosemite National Park,149
Potamogeton natans,Bryce National Park,112
Potamogeton natans,Great Smoky Mountains National Park,94
Potamogeton natans,Yellowstone National Park,238
Potamogeton natans,Yosemite National Park,137
Potamogeton nodosus,Bryce National Park,94
Potamogeton nodosus,Great Smoky Mountains National Park,90
Potamogeton nodosus,Yellowstone National Park,217
Potamogeton nodosus,Yosemite National Park,161
Potamogeton obtusifolius,Bryce National Park,99
Potamogeton obtusifolius,Great Smoky Mountains National Park,102
Potamogeton obtusifolius,Yellowstone National Park,265
Potamogeton obtusifolius,Yosemite National Park,182
Potamogeton praelongus,Bryce National Park,122
Potamogeton praelongus,Great Smoky Mountains National Park,96
Potamogeton praelongus,Yellowstone National Park,251
Potamogeton praelongus,Yosemite National Park,195
Potamogeton pulcher,Bryce National Park,72
Potamogeton pulcher,Great Smoky Mountains National Park,87
Potamogeton pulcher,Yellowstone National Park,256
Potamogeton pulcher,Yosemite National Park,169
Potamogeton pusillus,Bryce National Park,103
Potamogeton pusillus,Great Smoky Mountains National Park,53
Potamogeton pusillus,Yellowstone National Park,239
Potamogeton pusillus,Yosemite National Park,132
Potamogeton pusillus ssp. pusillus,Bryce National Park,136
Potamogeton pusillus ssp. pusillus,Great Smoky Mountains National Park,96
Potamogeton pusillus ssp. pusillus,Yellowstone National Park,296
Potamogeton pusillus ssp. pusillus,Yosemite National Park,106
Potamogeton pusillus ssp. tenuissimus,Bryce National Park,99
Potamogeton pusillus ssp. tenuissimus,Great Smoky Mountains National Park,46
Potamogeton pusillus ssp. tenuissimus,Yellowstone National Park,234
Potamogeton pusillus ssp. tenuissimus,Yosemite National Park,117
Potamogeton pusillus var. tenuissimus,Bryce National Park,58
Potamogeton pusillus var. tenuissimus,Great Smoky Mountains National Park,101
Potamogeton pusillus var. tenuissimus,Yellowstone National Park,268
Potamogeton pusillus var. tenuissimus,Yosemite National Park,147
Potamogeton robbinsii,Bryce National Park,77
Potamogeton robbinsii,Great Smoky Mountains National Park,75
Potamogeton robbinsii,Yellowstone National Park,263
Potamogeton robbinsii,Yosemite National Park,139
Potamogeton strictifolius,Bryce National Park,95
Potamogeton strictifolius,Great Smoky Mountains National Park,58
Potamogeton strictifolius,Yellowstone National Park,263
Potamogeton strictifolius,Yosemite National Park,179
Potamogeton zosteriformis,Bryce National Park,117
Potamogeton zosteriformis,Great Smoky Mountains National Park,62
Potamogeton zosteriformis,Yellowstone National Park,246
Potamogeton zosteriformis,Yosemite National Park,119
Potentilla anserina,Bryce National Park,96
Potentilla anserina,Great Smoky Mountains National Park,99
Potentilla anserina,Yellowstone National Park,250
Potentilla anserina,Yosemite National Park,142
Potentilla argentea,Bryce National Park,93
Potentilla argentea,Great Smoky Mountains National Park,68
Potentilla argentea,Yellowstone National Park,242
Potentilla argentea,Yosemite National Park,137
Potentilla arguta,Bryce National Park,111
Potentilla arguta,Great Smoky Mountains National Park,49
Potentilla arguta,Yellowstone National Park,258
Potentilla arguta,Yosemite National Park,124
Potentilla biennis,Bryce National Park,69
Potentilla biennis,Great Smoky Mountains National Park,58
Potentilla biennis,Yellowstone National Park,221
Potentilla biennis,Yosemite National Park,177
Potentilla canadensis,Bryce National Park,99
Potentilla canadensis,Great Smoky Mountains National Park,72
Potentilla canadensis,Yellowstone National Park,227
Potentilla canadensis,Yosemite National Park,117
Potentilla diversifolia var. diversifolia,Bryce National Park,96
Potentilla diversifolia var. diversifolia,Great Smoky Mountains National Park,121
Potentilla diversifolia var. diversifolia,Yellowstone National Park,254
Potentilla diversifolia var. diversifolia,Yosemite National Park,149
Potentilla diversifolia var. perdissecta,Bryce National Park,74
Potentilla diversifolia var. perdissecta,Great Smoky Mountains National Park,72
Potentilla diversifolia var. perdissecta,Yellowstone National Park,250
Potentilla diversifolia var. perdissecta,Yosemite National Park,130
Potentilla drummondii ssp. breweri,Bryce National Park,120
Potentilla drummondii ssp. breweri,Great Smoky Mountains National Park,56
Potentilla drummondii ssp. breweri,Yellowstone National Park,258
Potentilla drummondii ssp. breweri,Yosemite National Park,156
Potentilla drummondii ssp. bruceae,Bryce National Park,127
Potentilla drummondii ssp. bruceae,Great Smoky Mountains National Park,131
Potentilla drummondii ssp. bruceae,Yellowstone National Park,236
Potentilla drummondii ssp. bruceae,Yosemite National Park,133
Potentilla drummondii ssp. drummondii,Bryce National Park,130
Potentilla drummondii ssp. drummondii,Great Smoky Mountains National Park,64
Potentilla drummondii ssp. drummondii,Yellowstone National Park,266
Potentilla drummondii ssp. drummondii,Yosemite National Park,153
Potentilla flabellifolia,Bryce National Park,124
Potentilla flabellifolia,Great Smoky Mountains National Park,91
Potentilla flabellifolia,Yellowstone National Park,246
Potentilla flabellifolia,Yosemite National Park,116
Potentilla fruticosa,Bryce National Park,71
Potentilla fruticosa,Great Smoky Mountains National Park,52
Potentilla fruticosa,Yellowstone National Park,256
Potentilla fruticosa,Yosemite National Park,148
Potentilla glandulosa,Bryce National Park,79
Potentilla glandulosa,Great Smoky Mountains National Park,82
Potentilla glandulosa,Yellowstone National Park,234
Potentilla glandulosa,Yosemite National Park,139
Potentilla glandulosa ssp. glandulosa,Bryce National Park,122
Potentilla glandulosa ssp. glandulosa,Great Smoky Mountains National Park,77
Potentilla glandulosa ssp. glandulosa,Yellowstone National Park,220
Potentilla glandulosa ssp. glandulosa,Yosemite National Park,169
Potentilla glandulosa ssp. hansenii,Bryce National Park,83
Potentilla glandulosa ssp. hansenii,Great Smoky Mountains National Park,101
Potentilla glandulosa ssp. hansenii,Yellowstone National Park,254
Potentilla glandulosa ssp. hansenii,Yosemite National Park,188
Potentilla glandulosa ssp. nevadensis,Bryce National Park,92
