scientific_name,park_name,observations,category,common_names,conservation_status,primary_common_name
Spermophilus lateralis,Great Smoky Mountains National Park,74,Mammal,Golden-Mantled Ground Squirrel,Not Evaluated,Golden-Mantled Ground Squirrel
Spermophilus lateralis,Yellowstone National Park,258,Mammal,Golden-Mantled Ground Squirrel,Not Evaluated,Golden-Mantled Ground Squirrel
Spermophilus lateralis,Yosemite National Park,121,Mammal,Golden-Mantled Ground Squirrel,Not Evaluated,Golden-Mantled Ground Squirrel
Sphaeralcea coccinea,Bryce National Park,108,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",Not Evaluated,Copper Mallow
Sphaeralcea coccinea,Great Smoky Mountains National Park,52,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",Not Evaluated,Copper Mallow
Sphaeralcea coccinea,Yellowstone National Park,281,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",Not Evaluated,Copper Mallow
Sphaeralcea coccinea,Yosemite National Park,142,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",Not Evaluated,Copper Mallow
Sphaeromeria cana,Bryce National Park,109,Vascular Plant,"Gray Chickensage, Gray Tansey",Not Evaluated,Gray Chickensage
Sphaeromeria cana,Great Smoky Mountains National Park,50,Vascular Plant,"Gray Chickensage, Gray Tansey",Not Evaluated,Gray Chickensage
Sphaeromeria cana,Yellowstone National Park,252,Vascular Plant,"Gray Chickensage, Gray Tansey",Not Evaluated,Gray Chickensage
Sphaeromeria cana,Yosemite National Park,169,Vascular Plant,"Gray Chickensage, Gray Tansey",Not Evaluated,Gray Chickensage
Sphagnum affine,Bryce National Park,126,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum affine,Great Smoky Mountains National Park,108,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum affine,Yellowstone National Park,258,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum affine,Yosemite National Park,164,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum capillifolium,Bryce National Park,109,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum capillifolium,Great Smoky Mountains National Park,60,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum capillifolium,Yellowstone National Park,272,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum capillifolium,Yosemite National Park,170,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum compactum,Bryce National Park,92,Nonvascular Plant,Low Sphagnum,Not Evaluated,Low Sphagnum
Sphagnum compactum,Great Smoky Mountains National Park,80,Nonvascular Plant,Low Sphagnum,Not Evaluated,Low Sphagnum
Sphagnum compactum,Yellowstone National Park,233,Nonvascular Plant,Low Sphagnum,Not Evaluated,Low Sphagnum
Sphagnum compactum,Yosemite National Park,113,Nonvascular Plant,Low Sphagnum,Not Evaluated,Low Sphagnum
Sphagnum cuspidatum,Bryce National Park,84,Nonvascular Plant,Toothed Sphagnum,Not Evaluated,Toothed Sphagnum
Sphagnum cuspidatum,Great Smoky Mountains National Park,73,Nonvascular Plant,Toothed Sphagnum,Not Evaluated,Toothed Sphagnum
Sphagnum cuspidatum,Yellowstone National Park,236,Nonvascular Plant,Toothed Sphagnum,Not Evaluated,Toothed Sphagnum
Sphagnum cuspidatum,Yosemite National Park,158,Nonvascular Plant,Toothed Sphagnum,Not Evaluated,Toothed Sphagnum
Sphagnum girgensohnii,Bryce National Park,103,Nonvascular Plant,Girgensohn's Sphagnum,Not Evaluated,Girgensohn's Sphagnum
Sphagnum girgensohnii,Great Smoky Mountains National Park,46,Nonvascular Plant,Girgensohn's Sphagnum,Not Evaluated,Girgensohn's Sphagnum
Sphagnum girgensohnii,Yellowstone National Park,225,Nonvascular Plant,Girgensohn's Sphagnum,Not Evaluated,Girgensohn's Sphagnum
Sphagnum girgensohnii,Yosemite National Park,116,Nonvascular Plant,Girgensohn's Sphagnum,Not Evaluated,Girgensohn's Sphagnum
Sphagnum magellanicum,Bryce National Park,102,Nonvascular Plant,Magellan's Sphagnum,Not Evaluated,Magellan's Sphagnum
Sphagnum magellanicum,Great Smoky Mountains National Park,86,Nonvascular Plant,Magellan's Sphagnum,Not Evaluated,Magellan's Sphagnum
Sphagnum magellanicum,Yellowstone National Park,245,Nonvascular Plant,Magellan's Sphagnum,Not Evaluated,Magellan's Sphagnum
Sphagnum magellanicum,Yosemite National Park,147,Nonvascular Plant,Magellan's Sphagnum,Not Evaluated,Magellan's Sphagnum
Sphagnum molle,Bryce National Park,70,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum molle,Great Smoky Mountains National Park,73,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum molle,Yellowstone National Park,243,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum molle,Yosemite National Park,180,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum palustre,Bryce National Park,80,Nonvascular Plant,Prairie Sphagnum,Not Evaluated,Prairie Sphagnum
Sphagnum palustre,Great Smoky Mountains National Park,110,Nonvascular Plant,Prairie Sphagnum,Not Evaluated,Prairie Sphagnum
Sphagnum palustre,Yellowstone National Park,268,Nonvascular Plant,Prairie Sphagnum,Not Evaluated,Prairie Sphagnum
Sphagnum palustre,Yosemite National Park,138,Nonvascular Plant,Prairie Sphagnum,Not Evaluated,Prairie Sphagnum
Sphagnum pylaesii,Bryce National Park,95,Nonvascular Plant,Pylaes' Sphagnum,Not Evaluated,Pylaes' Sphagnum
Sphagnum pylaesii,Great Smoky Mountains National Park,51,Nonvascular Plant,Pylaes' Sphagnum,Not Evaluated,Pylaes' Sphagnum
Sphagnum pylaesii,Yellowstone National Park,266,Nonvascular Plant,Pylaes' Sphagnum,Not Evaluated,Pylaes' Sphagnum
Sphagnum pylaesii,Yosemite National Park,171,Nonvascular Plant,Pylaes' Sphagnum,Not Evaluated,Pylaes' Sphagnum
Sphagnum quinquefarium,Bryce National Park,87,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum quinquefarium,Great Smoky Mountains National Park,45,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum quinquefarium,Yellowstone National Park,269,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum quinquefarium,Yosemite National Park,121,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum squarrosum,Bryce National Park,86,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum squarrosum,Great Smoky Mountains National Park,75,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum squarrosum,Yellowstone National Park,284,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum squarrosum,Yosemite National Park,184,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum subsecundum,Bryce National Park,69,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum subsecundum,Great Smoky Mountains National Park,73,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum subsecundum,Yellowstone National Park,209,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphagnum subsecundum,Yosemite National Park,141,Nonvascular Plant,Sphagnum,Not Evaluated,Sphagnum
Sphenopholis intermedia,Bryce National Park,65,Vascular Plant,Sphenopholis,Not Evaluated,Sphenopholis
Sphenopholis intermedia,Great Smoky Mountains National Park,95,Vascular Plant,Sphenopholis,Not Evaluated,Sphenopholis
Sphenopholis intermedia,Yellowstone National Park,266,Vascular Plant,Sphenopholis,Not Evaluated,Sphenopholis
Sphenopholis intermedia,Yosemite National Park,166,Vascular Plant,Sphenopholis,Not Evaluated,Sphenopholis
Sphenopholis nitida,Bryce National Park,94,Vascular Plant,"Shining Sphenopholis, Shiny Wedge Grass",Not Evaluated,Shining Sphenopholis
Sphenopholis nitida,Great Smoky Mountains National Park,98,Vascular Plant,"Shining Sphenopholis, Shiny Wedge Grass",Not Evaluated,Shining Sphenopholis
Sphenopholis nitida,Yellowstone National Park,259,Vascular Plant,"Shining Sphenopholis, Shiny Wedge Grass",Not Evaluated,Shining Sphenopholis
Sphenopholis nitida,Yosemite National Park,122,Vascular Plant,"Shining Sphenopholis, Shiny Wedge Grass",Not Evaluated,Shining Sphenopholis
Sphenopholis obtusata,Bryce National Park,119,Vascular Plant,"Blunt Sphenopholis, Prairie Wedgegrass",Not Evaluated,Blunt Sphenopholis
Sphenopholis obtusata,Great Smoky Mountains National Park,88,Vascular Plant,"Blunt Sphenopholis, Prairie Wedgegrass",Not Evaluated,Blunt Sphenopholis
Sphenopholis obtusata,Yellowstone National Park,225,Vascular Plant,"Blunt Sphenopholis, Prairie Wedgegrass",Not Evaluated,Blunt Sphenopholis
Sphenopholis obtusata,Yosemite National Park,149,Vascular Plant,"Blunt Sphenopholis, Prairie Wedgegrass",Not Evaluated,Blunt Sphenopholis
Sphenopholis pensylvanica,Bryce National Park,99,Vascular Plant,"Swamp Wedgescale, Trisetum",Not Evaluated,Swamp Wedgescale
Sphenopholis pensylvanica,Great Smoky Mountains National Park,49,Vascular Plant,"Swamp Wedgescale, Trisetum",Not Evaluated,Swamp Wedgescale
Sphenopholis pensylvanica,Yellowstone National Park,262,Vascular Plant,"Swamp Wedgescale, Trisetum",Not Evaluated,Swamp Wedgescale
Sphenopholis pensylvanica,Yosemite National Park,140,Vascular Plant,"Swamp Wedgescale, Trisetum",Not Evaluated,Swamp Wedgescale
Sphenosciadium capitellatum,Bryce National Park,130,Vascular Plant,"Button Parsley, Woollyhead Parsnip",Not Evaluated,Button Parsley
Sphenosciadium capitellatum,Great Smoky Mountains National Park,92,Vascular Plant,"Button Parsley, Woollyhead Parsnip",Not Evaluated,Button Parsley
Sphenosciadium capitellatum,Yellowstone National Park,237,Vascular Plant,"Button Parsley, Woollyhead Parsnip",Not Evaluated,Button Parsley
Sphenosciadium capitellatum,Yosemite National Park,147,Vascular Plant,"Button Parsley, Woollyhead Parsnip",Not Evaluated,Button Parsley
Sphyrapicus nuchalis,Bryce National Park,87,Bird,Red-Naped Sapsucker,Not Evaluated,Red-Naped Sapsucker
Sphyrapicus nuchalis,Great Smoky Mountains National Park,75,Bird,Red-Naped Sapsucker,Not Evaluated,Red-Naped Sapsucker
Sphyrapicus nuchalis,Yellowstone National Park,252,Bird,Red-Naped Sapsucker,Not Evaluated,Red-Naped Sapsucker
Sphyrapicus nuchalis,Yosemite National Park,108,Bird,Red-Naped Sapsucker,Not Evaluated,Red-Naped Sapsucker
Sphyrapicus ruber,Bryce National Park,118,Bird,Red-Breasted Sapsucker,Not Evaluated,Red-Breasted Sapsucker
Sphyrapicus ruber,Great Smoky Mountains National Park,58,Bird,Red-Breasted Sapsucker,Not Evaluated,Red-Breasted Sapsucker
Sphyrapicus ruber,Yellowstone National Park,229,Bird,Red-Breasted Sapsucker,Not Evaluated,Red-Breasted Sapsucker
Sphyrapicus ruber,Yosemite National Park,165,Bird,Red-Breasted Sapsucker,Not Evaluated,Red-Breasted Sapsucker
Sphyrapicus thyroideus,Bryce National Park,128,Bird,Williamson's Sapsucker,Species of Concern,Williamson's Sapsucker
Sphyrapicus thyroideus,Great Smoky Mountains National Park,51,Bird,Williamson's Sapsucker,Species of Concern,Williamson's Sapsucker
Sphyrapicus thyroideus,Yellowstone National Park,235,Bird,Williamson's Sapsucker,Species of Concern,Williamson's Sapsucker
Sphyrapicus thyroideus,Yosemite National Park,140,Bird,Williamson's Sapsucker,Species of Concern,Williamson's Sapsucker
Sphyrapicus varius,Bryce National Park,105,Bird,Yellow-Bellied Sapsucker,Species of Concern,Yellow-Bellied Sapsucker
Sphyrapicus varius,Great Smoky Mountains National Park,34,Bird,Yellow-Bellied Sapsucker,Species of Concern,Yellow-Bellied Sapsucker
Sphyrapicus varius,Yellowstone National Park,208,Bird,Yellow-Bellied Sapsucker,Species of Concern,Yellow-Bellied Sapsucker
Sphyrapicus varius,Yosemite National Park,159,Bird,Yellow-Bellied Sapsucker,Species of Concern,Yellow-Bellied Sapsucker
Spigelia marilandica,Bryce National Park,115,Vascular Plant,"Indian Pink, Woodland Pinkroot",Not Evaluated,Indian Pink
Spigelia marilandica,Great Smoky Mountains National Park,110,Vascular Plant,"Indian Pink, Woodland Pinkroot",Not Evaluated,Indian Pink
Spigelia marilandica,Yellowstone National Park,287,Vascular Plant,"Indian Pink, Woodland Pinkroot",Not Evaluated,Indian Pink
Spigelia marilandica,Yosemite National Park,149,Vascular Plant,"Indian Pink, Woodland Pinkroot",Not Evaluated,Indian Pink
Spilogale gracilis,Bryce National Park,135,Mammal,Western Spotted Skunk,Not Evaluated,Western Spotted Skunk
Spilogale gracilis,Great Smoky Mountains National Park,62,Mammal,Western Spotted Skunk,Not Evaluated,Western Spotted Skunk
Spilogale gracilis,Yellowstone National Park,240,Mammal,Western Spotted Skunk,Not Evaluated,Western Spotted Skunk
Spilogale gracilis,Yosemite National Park,113,Mammal,Western Spotted Skunk,Not Evaluated,Western Spotted Skunk
Spilogale putorius,Bryce National Park,94,Mammal,Eastern Spotted Skunk,Not Evaluated,Eastern Spotted Skunk
Spilogale putorius,Great Smoky Mountains National Park,80,Mammal,Eastern Spotted Skunk,Not Evaluated,Eastern Spotted Skunk
Spilogale putorius,Yellowstone National Park,256,Mammal,Eastern Spotted Skunk,Not Evaluated,Eastern Spotted Skunk
Spilogale putorius,Yosemite National Park,137,Mammal,Eastern Spotted Skunk,Not Evaluated,Eastern Spotted Skunk
Spinus lawrencei,Bryce National Park,111,Bird,Lawrence's Goldfinch,Not Evaluated,Lawrence's Goldfinch
Spinus lawrencei,Great Smoky Mountains National Park,105,Bird,Lawrence's Goldfinch,Not Evaluated,Lawrence's Goldfinch
Spinus lawrencei,Yellowstone National Park,305,Bird,Lawrence's Goldfinch,Not Evaluated,Lawrence's Goldfinch
Spinus lawrencei,Yosemite National Park,170,Bird,Lawrence's Goldfinch,Not Evaluated,Lawrence's Goldfinch
Spinus pinus,Bryce National Park,127,Bird,Pine Siskin,Not Evaluated,Pine Siskin
Spinus pinus,Great Smoky Mountains National Park,84,Bird,Pine Siskin,Not Evaluated,Pine Siskin
Spinus pinus,Yellowstone National Park,236,Bird,Pine Siskin,Not Evaluated,Pine Siskin
Spinus pinus,Yosemite National Park,166,Bird,Pine Siskin,Not Evaluated,Pine Siskin
Spinus psaltria,Bryce National Park,97,Bird,Lesser Goldfinch,Not Evaluated,Lesser Goldfinch
Spinus psaltria,Great Smoky Mountains National Park,89,Bird,Lesser Goldfinch,Not Evaluated,Lesser Goldfinch
Spinus psaltria,Yellowstone National Park,249,Bird,Lesser Goldfinch,Not Evaluated,Lesser Goldfinch
Spinus psaltria,Yosemite National Park,165,Bird,Lesser Goldfinch,Not Evaluated,Lesser Goldfinch
Spinus tristis,Bryce National Park,113,Bird,American Goldfinch,Not Evaluated,American Goldfinch
Spinus tristis,Great Smoky Mountains National Park,104,Bird,American Goldfinch,Not Evaluated,American Goldfinch
Spinus tristis,Yellowstone National Park,250,Bird,American Goldfinch,Not Evaluated,American Goldfinch
Spinus tristis,Yosemite National Park,153,Bird,American Goldfinch,Not Evaluated,American Goldfinch
Spiraea betulifolia var. lucida,Bryce National Park,118,Vascular Plant,Shinyleaf Spirea,Not Evaluated,Shinyleaf Spirea
Spiraea betulifolia var. lucida,Great Smoky Mountains National Park,53,Vascular Plant,Shinyleaf Spirea,Not Evaluated,Shinyleaf Spirea
Spiraea betulifolia var. lucida,Yellowstone National Park,249,Vascular Plant,Shinyleaf Spirea,Not Evaluated,Shinyleaf Spirea
Spiraea betulifolia var. lucida,Yosemite National Park,128,Vascular Plant,Shinyleaf Spirea,Not Evaluated,Shinyleaf Spirea
Spiraea japonica,Bryce National Park,94,Vascular Plant,Japanese Spiraea,Not Evaluated,Japanese Spiraea
Spiraea japonica,Great Smoky Mountains National Park,74,Vascular Plant,Japanese Spiraea,Not Evaluated,Japanese Spiraea
Spiraea japonica,Yellowstone National Park,247,Vascular Plant,Japanese Spiraea,Not Evaluated,Japanese Spiraea
Spiraea japonica,Yosemite National Park,142,Vascular Plant,Japanese Spiraea,Not Evaluated,Japanese Spiraea
Spiraea prunifolia,Bryce National Park,105,Vascular Plant,"Bridal-Wreath, Spiraea",Not Evaluated,Bridal-Wreath
Spiraea prunifolia,Great Smoky Mountains National Park,48,Vascular Plant,"Bridal-Wreath, Spiraea",Not Evaluated,Bridal-Wreath
Spiraea prunifolia,Yellowstone National Park,275,Vascular Plant,"Bridal-Wreath, Spiraea",Not Evaluated,Bridal-Wreath
Spiraea prunifolia,Yosemite National Park,173,Vascular Plant,"Bridal-Wreath, Spiraea",Not Evaluated,Bridal-Wreath
Spiraea splendens,Bryce National Park,98,Vascular Plant,Rose Meadowsweet,Not Evaluated,Rose Meadowsweet
Spiraea splendens,Great Smoky Mountains National Park,57,Vascular Plant,Rose Meadowsweet,Not Evaluated,Rose Meadowsweet
Spiraea splendens,Yellowstone National Park,256,Vascular Plant,Rose Meadowsweet,Not Evaluated,Rose Meadowsweet
Spiraea splendens,Yosemite National Park,170,Vascular Plant,Rose Meadowsweet,Not Evaluated,Rose Meadowsweet
Spiraea tomentosa,Bryce National Park,67,Vascular Plant,Steeplebush,Not Evaluated,Steeplebush
Spiraea tomentosa,Great Smoky Mountains National Park,70,Vascular Plant,Steeplebush,Not Evaluated,Steeplebush
Spiraea tomentosa,Yellowstone National Park,260,Vascular Plant,Steeplebush,Not Evaluated,Steeplebush
Spiraea tomentosa,Yosemite National Park,137,Vascular Plant,Steeplebush,Not Evaluated,Steeplebush
Spiraea vanhouttei,Bryce National Park,108,Vascular Plant,Van-Houtte's Spiraea,Not Evaluated,Van-Houtte's Spiraea
Spiraea vanhouttei,Great Smoky Mountains National Park,63,Vascular Plant,Van-Houtte's Spiraea,Not Evaluated,Van-Houtte's Spiraea
Spiraea vanhouttei,Yellowstone National Park,239,Vascular Plant,Van-Houtte's Spiraea,Not Evaluated,Van-Houtte's Spiraea
Spiraea vanhouttei,Yosemite National Park,130,Vascular Plant,Van-Houtte's Spiraea,Not Evaluated,Van-Houtte's Spiraea
Spiraea virginiana,Bryce National Park,57,Vascular Plant,Virginia Spiraea,Threatened,Virginia Spiraea
Spiraea virginiana,Great Smoky Mountains National Park,45,Vascular Plant,Virginia Spiraea,Threatened,Virginia Spiraea
Spiraea virginiana,Yellowstone National Park,114,Vascular Plant,Virginia Spiraea,Threatened,Virginia Spiraea
Spiraea virginiana,Yosemite National Park,62,Vascular Plant,Virginia Spiraea,Threatened,Virginia Spiraea
Spiranthes cernua,Bryce National Park,92,Vascular Plant,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not Evaluated,Nodding Ladies'-Tresses
Spiranthes cernua,Great Smoky Mountains National Park,111,Vascular Plant,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not Evaluated,Nodding Ladies'-Tresses
Spiranthes cernua,Yellowstone National Park,245,Vascular Plant,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not Evaluated,Nodding Ladies'-Tresses
Spiranthes cernua,Yosemite National Park,135,Vascular Plant,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Not Evaluated,Nodding Ladies'-Tresses
Spiranthes lacera var. gracilis,Bryce National Park,58,Vascular Plant,Slender Lady's Tresses,Not Evaluated,Slender Lady's Tresses
Spiranthes lacera var. gracilis,Great Smoky Mountains National Park,92,Vascular Plant,Slender Lady's Tresses,Not Evaluated,Slender Lady's Tresses
Spiranthes lacera var. gracilis,Yellowstone National Park,230,Vascular Plant,Slender Lady's Tresses,Not Evaluated,Slender Lady's Tresses
Spiranthes lacera var. gracilis,Yosemite National Park,147,Vascular Plant,Slender Lady's Tresses,Not Evaluated,Slender Lady's Tresses
Spiranthes ochroleuca,Bryce National Park,63,Vascular Plant,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not Evaluated,Yellow Nodding Ladies'-Tresses
Spiranthes ochroleuca,Great Smoky Mountains National Park,92,Vascular Plant,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not Evaluated,Yellow Nodding Ladies'-Tresses
Spiranthes ochroleuca,Yellowstone National Park,245,Vascular Plant,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Not Evaluated,Yellow Nodding Ladies'-Tresses
